@RELATION svm_STU_model
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {Gyungmin_wav,Jukook,HH,SH}

@DATA
0.079823,0.008426,2.955517,0.179619,0.225645,0.395605,0.008899,0.106814,-32.681983,3.115848,0.504611,-0.028335,-0.341047,-0.405715,-0.350056,-0.166069,-0.158886,-0.251064,-0.037233,0.171503,-0.052990,0.022877,0.002326,0.027961,0.019717,0.030607,0.030397,0.028397,0.000528,0.019903,0.023090,0.014950,0.003703,0.021893,0.099085,0.012697,0.218877,0.092356,0.026748,0.537554,0.004853,0.168095,2.065876,0.580768,0.340571,0.343604,0.244806,0.278114,0.193115,0.160872,0.166514,0.246064,0.173862,0.184846,0.174428,0.028022,0.002243,0.021166,0.020781,0.031999,0.028157,0.020657,0.000581,0.018993,0.020673,0.012871,0.003976,0.008708,171.428571,0.125000,Jukook
0.077618,0.011979,2.915640,0.183264,0.230660,0.390478,0.009572,0.112790,-31.731828,3.133385,0.408037,-0.006470,-0.367490,-0.405909,-0.227415,-0.151333,-0.129886,-0.129493,-0.071190,0.080800,-0.144442,0.025035,0.005310,0.031582,0.017204,0.019788,0.024187,0.027832,0.000685,0.022025,0.020828,0.021318,0.004712,0.019655,0.086060,0.016989,0.328330,0.095607,0.030179,0.584987,0.004917,0.178902,2.409740,0.721602,0.434731,0.313595,0.269822,0.272948,0.275762,0.174050,0.139723,0.267666,0.210719,0.185440,0.227012,0.023274,0.005800,0.031712,0.021662,0.014101,0.019067,0.022107,0.000802,0.022010,0.017312,0.019342,0.003671,0.008511,171.428571,0.129032,Jukook
0.069017,0.007695,2.887317,0.181637,0.229736,0.370885,0.008696,0.094744,-32.382058,3.103051,0.478382,-0.073911,-0.291116,-0.451688,-0.286437,-0.181281,-0.128587,-0.151585,-0.024304,0.121425,-0.059133,0.019861,0.003865,0.022526,0.017324,0.027208,0.026465,0.027108,0.000507,0.023315,0.025843,0.018146,0.004177,0.019281,0.071400,0.016847,0.311610,0.076622,0.026060,0.437717,0.004494,0.132019,2.199967,0.610034,0.317012,0.330846,0.279529,0.210346,0.234604,0.188385,0.201428,0.253505,0.206128,0.173468,0.159310,0.017927,0.003439,0.023046,0.024841,0.019041,0.023079,0.020418,0.000481,0.021628,0.019832,0.016258,0.003968,0.009018,109.090909,0.149254,Jukook
0.064164,0.010678,2.894969,0.156142,0.219724,0.287484,0.011419,0.083600,-32.117954,3.528592,0.461882,-0.032252,-0.411500,-0.398617,-0.286571,-0.151153,-0.107495,-0.149313,-0.019712,0.120656,-0.123691,0.027350,0.003073,0.023880,0.018702,0.030284,0.025332,0.031122,0.000415,0.019180,0.026095,0.020200,0.005834,0.021009,0.092216,0.016896,0.249756,0.086830,0.035403,0.528382,0.007045,0.153630,2.891113,0.605400,0.322149,0.293765,0.238066,0.206444,0.246597,0.169022,0.174432,0.272851,0.199341,0.141670,0.184109,0.025770,0.002630,0.017380,0.021203,0.029300,0.027165,0.024437,0.000407,0.019283,0.022140,0.017331,0.005097,0.008901,109.090909,0.120000,Jukook
0.071180,0.011064,2.889314,0.172219,0.226798,0.324439,0.009582,0.099138,-32.029496,3.377864,0.372661,-0.061086,-0.304720,-0.426366,-0.304446,-0.146479,-0.139161,-0.168241,-0.018030,0.090040,-0.118560,0.022237,0.004883,0.031060,0.019195,0.025660,0.026093,0.025508,0.000576,0.020251,0.026245,0.016243,0.005021,0.019845,0.110195,0.018069,0.398477,0.103838,0.035169,0.630351,0.006492,0.203987,3.033374,0.810422,0.420708,0.287313,0.348228,0.237230,0.255014,0.207667,0.207914,0.226823,0.185937,0.205871,0.196347,0.023424,0.005247,0.028499,0.021696,0.018632,0.026787,0.020639,0.000521,0.018250,0.021337,0.015713,0.005399,0.009450,100.000000,0.156863,Jukook
0.053274,0.009801,2.975956,0.162765,0.227662,0.260482,0.008717,0.064232,-32.373622,3.367098,0.400119,-0.013828,-0.286489,-0.375344,-0.295040,-0.177265,-0.121677,-0.163369,-0.066069,0.143120,-0.154823,0.025328,0.002547,0.024449,0.020980,0.033854,0.025044,0.029958,0.000482,0.021340,0.019927,0.021479,0.004207,0.020545,0.049996,0.014483,0.187265,0.059397,0.027288,0.318291,0.005009,0.085237,1.982205,0.445883,0.304549,0.293057,0.205123,0.189683,0.204617,0.189697,0.180474,0.193416,0.188269,0.174033,0.175201,0.021472,0.002379,0.019840,0.022897,0.026216,0.022249,0.021568,0.000368,0.019893,0.016693,0.015124,0.003174,0.007175,240.000000,0.187500,Jukook
0.058849,0.011830,2.924550,0.159130,0.226320,0.265070,0.011089,0.077335,-31.751296,3.475684,0.458749,-0.053523,-0.354637,-0.386658,-0.355774,-0.238649,-0.136124,-0.219841,-0.054153,0.187347,-0.063627,0.021581,0.002038,0.034038,0.018134,0.028407,0.028606,0.027863,0.000377,0.025296,0.020082,0.017095,0.004021,0.020929,0.081942,0.016696,0.253793,0.083854,0.029590,0.562835,0.005069,0.186624,2.791440,0.592472,0.369800,0.304986,0.243513,0.205187,0.228885,0.186603,0.226198,0.264331,0.209754,0.192270,0.139168,0.018775,0.001756,0.032270,0.023973,0.024039,0.026371,0.020877,0.000364,0.027461,0.015507,0.011942,0.003929,0.008869,240.000000,0.135593,Jukook
0.066971,0.009566,2.900991,0.173434,0.225897,0.360795,0.010724,0.102447,-32.104594,3.374197,0.428497,0.021820,-0.311800,-0.467437,-0.281490,-0.117819,-0.157852,-0.223454,-0.048095,0.108260,-0.101744,0.026873,0.002619,0.034633,0.019734,0.027852,0.023411,0.024625,0.000306,0.024463,0.018935,0.018505,0.004348,0.021918,0.067439,0.014287,0.267183,0.085176,0.032254,0.511158,0.006203,0.167161,2.283866,0.528834,0.353851,0.294964,0.269184,0.279409,0.223233,0.221151,0.195071,0.228142,0.188635,0.162406,0.192509,0.027804,0.003097,0.032337,0.024084,0.020349,0.026065,0.019299,0.000342,0.025121,0.017643,0.013221,0.004035,0.009521,300.000000,0.111111,Jukook
0.061882,0.006693,3.000400,0.159880,0.222207,0.335452,0.009481,0.100943,-32.542556,3.127043,0.465413,0.121331,-0.435508,-0.182721,-0.430416,-0.073426,-0.148493,-0.274983,0.128153,-0.028849,-0.015891,0.023739,0.003177,0.031087,0.019853,0.026070,0.022453,0.022444,0.000615,0.027441,0.021368,0.016978,0.002868,0.019964,0.062735,0.012916,0.215923,0.068506,0.026753,0.536305,0.005864,0.150631,1.858370,0.571199,0.363332,0.198934,0.235787,0.265634,0.205017,0.162611,0.162381,0.136955,0.226574,0.195495,0.163462,0.017614,0.002465,0.024022,0.025236,0.022069,0.019881,0.013289,0.000573,0.024043,0.017618,0.007870,0.002288,0.007806,133.333333,0.135135,Jukook
0.079007,0.008195,2.784493,0.186299,0.220938,0.494159,0.007751,0.151994,-31.727738,3.133846,0.282969,-0.092363,-0.298207,-0.356107,-0.359745,-0.381223,-0.101947,-0.262750,-0.053723,0.045742,-0.082390,0.025830,0.006179,0.028448,0.020918,0.031274,0.024458,0.022877,0.001498,0.023803,0.014331,0.015702,0.005330,0.018303,0.099322,0.017789,0.412939,0.126671,0.049318,0.826655,0.004635,0.260779,4.209974,0.741335,0.634294,0.383701,0.324338,0.374809,0.196658,0.216144,0.236715,0.181482,0.249687,0.270881,0.189623,0.022565,0.010416,0.027904,0.017869,0.031811,0.021682,0.015974,0.003380,0.018848,0.011613,0.010040,0.004531,0.009337,150.000000,0.161290,Jukook
0.054191,0.011641,2.915592,0.171682,0.239843,0.304708,0.009816,0.089729,-32.484529,3.336021,0.451531,0.092258,-0.274015,-0.396326,-0.348644,-0.246854,-0.156570,-0.176890,-0.023739,0.095461,-0.097662,0.036338,0.002577,0.037980,0.017206,0.031666,0.027877,0.028477,0.000762,0.018896,0.019387,0.018676,0.003522,0.022525,0.050415,0.022444,0.330368,0.070394,0.028099,0.479477,0.005328,0.157500,2.348626,0.535940,0.349660,0.283432,0.248825,0.220211,0.209993,0.178559,0.187246,0.171604,0.157094,0.197322,0.185005,0.033140,0.002459,0.032062,0.013740,0.022478,0.023072,0.022332,0.000876,0.019000,0.015299,0.010241,0.003310,0.008997,240.000000,0.132075,Jukook
0.060635,0.008668,2.948218,0.166567,0.230195,0.330579,0.009838,0.095533,-33.423211,3.350406,0.423413,0.126864,-0.268906,-0.367818,-0.322208,-0.273280,-0.189026,-0.150739,-0.041477,0.108746,-0.086930,0.038098,0.001668,0.034951,0.019417,0.029131,0.030725,0.027413,0.000555,0.018088,0.017010,0.015830,0.004270,0.023149,0.065547,0.016628,0.238795,0.082425,0.037752,0.495802,0.005970,0.172964,2.276298,0.553242,0.283322,0.316378,0.233528,0.221472,0.192254,0.159526,0.184873,0.140857,0.162177,0.217976,0.169028,0.040330,0.001246,0.032091,0.017900,0.016705,0.026688,0.021643,0.000574,0.013786,0.010943,0.012434,0.003500,0.011383,240.000000,0.108696,Jukook
0.065833,0.010405,2.953784,0.168492,0.226207,0.370845,0.009223,0.106173,-32.530366,3.233106,0.466265,0.088073,-0.269257,-0.424384,-0.331631,-0.212994,-0.161016,-0.145665,-0.017546,0.081414,-0.100852,0.035136,0.002623,0.036633,0.014973,0.027731,0.023702,0.023113,0.000686,0.020228,0.021409,0.019202,0.004691,0.020313,0.062499,0.019247,0.275879,0.070830,0.032023,0.506388,0.006543,0.128344,2.302491,0.657458,0.366715,0.272335,0.238407,0.291891,0.197735,0.172009,0.231937,0.192398,0.171233,0.196526,0.180258,0.033953,0.002185,0.033223,0.012662,0.020539,0.016252,0.015341,0.000768,0.017288,0.016435,0.013369,0.004863,0.008730,133.333333,0.243902,Jukook
0.085201,0.010360,2.846308,0.194316,0.236740,0.558470,0.007631,0.171219,-30.798950,2.723024,0.269928,-0.069484,-0.179317,-0.424689,-0.420630,-0.111293,-0.188042,-0.206110,-0.028794,0.196778,-0.034226,0.029037,0.002957,0.013348,0.017978,0.019322,0.030279,0.027188,0.000765,0.020645,0.013551,0.015335,0.007402,0.018876,0.055418,0.019038,0.381357,0.073519,0.033165,0.460068,0.006891,0.192352,1.467067,0.544969,0.493693,0.237450,0.254622,0.236345,0.149473,0.152664,0.160563,0.166665,0.153703,0.192311,0.174200,0.030391,0.002373,0.010601,0.012989,0.015288,0.022408,0.021629,0.000554,0.018184,0.010743,0.012912,0.007341,0.009603,133.333333,0.210526,Jukook
0.055290,0.005484,2.955411,0.142758,0.204894,0.336422,0.008519,0.079904,-31.572906,2.768540,0.291409,0.050725,-0.236756,-0.265024,-0.527762,-0.147892,-0.180311,-0.095906,-0.022595,0.148078,-0.066089,0.029990,0.002851,0.023874,0.012585,0.028739,0.027503,0.026514,0.000814,0.021989,0.017613,0.018553,0.008214,0.019530,0.046482,0.010967,0.256335,0.052989,0.032104,0.392721,0.005606,0.097545,2.338771,0.784921,0.547236,0.360578,0.271399,0.230157,0.272394,0.229017,0.280395,0.237691,0.186091,0.182366,0.166523,0.030586,0.002534,0.021830,0.009778,0.024861,0.022122,0.015164,0.000727,0.016138,0.013905,0.015393,0.008992,0.008231,171.428571,0.173077,Jukook
0.059462,0.005467,2.882893,0.159132,0.216863,0.346808,0.010331,0.088290,-33.640081,3.368546,0.458093,0.019890,-0.214751,-0.345587,-0.384896,-0.317915,-0.143745,-0.211940,-0.035139,0.117191,-0.107863,0.040499,0.001856,0.029781,0.012927,0.030177,0.029306,0.025486,0.001076,0.025664,0.018916,0.018581,0.004374,0.023026,0.078457,0.012001,0.236997,0.093661,0.038521,0.618513,0.006797,0.181373,3.196278,0.519159,0.351673,0.298779,0.241634,0.311456,0.213419,0.211047,0.253519,0.163280,0.154178,0.215972,0.152577,0.037514,0.001579,0.025482,0.009877,0.028050,0.025952,0.018898,0.001787,0.024361,0.013391,0.014655,0.003909,0.011237,200.000000,0.176471,Jukook
0.062466,0.006564,2.906446,0.176679,0.226692,0.430633,0.011456,0.123299,-32.936403,3.209921,0.493772,0.017095,-0.315555,-0.347078,-0.336548,-0.267980,-0.156283,-0.203487,0.011662,0.161434,-0.064517,0.022888,0.002808,0.033538,0.013747,0.026140,0.032056,0.031230,0.000969,0.020180,0.022791,0.016932,0.003657,0.021168,0.076416,0.012165,0.302848,0.099572,0.033427,0.680293,0.010272,0.218294,2.918435,0.604811,0.358371,0.280351,0.203230,0.215143,0.207898,0.189393,0.210588,0.178537,0.204456,0.233687,0.192366,0.022322,0.002673,0.037325,0.016059,0.019025,0.027504,0.022931,0.001933,0.021145,0.019922,0.012407,0.003125,0.009283,150.000000,0.125000,Jukook
0.071042,0.009378,2.902975,0.180557,0.233460,0.424070,0.010945,0.134849,-32.570868,3.181062,0.456231,0.006106,-0.357655,-0.351112,-0.335465,-0.238738,-0.155290,-0.241655,0.013039,0.135235,-0.084846,0.027890,0.002642,0.032285,0.014151,0.023248,0.032916,0.022780,0.000936,0.027925,0.016491,0.016151,0.004809,0.021442,0.081705,0.019751,0.384319,0.083506,0.027393,0.574117,0.005452,0.179142,2.964115,0.802431,0.376071,0.203268,0.223835,0.239216,0.240952,0.213979,0.222974,0.225939,0.186205,0.211635,0.156379,0.021686,0.002884,0.029486,0.018042,0.019858,0.034576,0.015711,0.001362,0.033680,0.012071,0.012132,0.003669,0.010727,133.333333,0.113208,Jukook
0.078500,0.009948,2.957601,0.190935,0.235614,0.481710,0.008447,0.103612,-31.514199,2.835927,0.425696,-0.061268,-0.211246,-0.305617,-0.321997,-0.173344,-0.134511,-0.302205,0.002483,0.123669,-0.018196,0.020183,0.003082,0.026347,0.026555,0.031558,0.024101,0.021721,0.000919,0.024862,0.017668,0.013889,0.004131,0.020409,0.076544,0.016138,0.286719,0.081638,0.034611,0.592835,0.005827,0.161681,2.056638,0.721361,0.351456,0.323595,0.260495,0.302881,0.201346,0.175937,0.236171,0.215757,0.262845,0.159865,0.178835,0.016016,0.002988,0.021022,0.033365,0.030066,0.022204,0.016360,0.001124,0.020846,0.014731,0.011569,0.003829,0.011626,100.000000,0.132075,Jukook
0.056160,0.012035,2.946526,0.159242,0.227621,0.286354,0.009598,0.081850,-31.628239,3.272391,0.423049,-0.040622,-0.420721,-0.210326,-0.420067,-0.181193,-0.124514,-0.293443,-0.063640,-0.000356,-0.100556,0.029990,0.003401,0.034442,0.022466,0.030407,0.026448,0.026000,0.000661,0.023230,0.018800,0.017910,0.005063,0.022524,0.046217,0.017788,0.177449,0.050374,0.021652,0.328871,0.005080,0.092004,2.001969,0.499736,0.235526,0.244239,0.248524,0.229005,0.205055,0.167937,0.171549,0.235421,0.242204,0.241972,0.180971,0.026601,0.002284,0.031467,0.019189,0.023634,0.024874,0.021213,0.000700,0.024901,0.015158,0.010899,0.004338,0.009269,400.000000,0.117647,Jukook
0.057506,0.009234,2.899913,0.165308,0.230223,0.312705,0.008227,0.077193,-31.811478,3.221932,0.439650,-0.093239,-0.336683,-0.323789,-0.397812,-0.248612,-0.228710,-0.314860,-0.064017,0.098402,-0.037675,0.024107,0.002641,0.026459,0.027501,0.041858,0.029063,0.023290,0.000626,0.025526,0.021118,0.015448,0.002999,0.022216,0.046343,0.014941,0.245553,0.060372,0.031339,0.379108,0.004288,0.097237,2.293458,0.606927,0.296021,0.278452,0.270194,0.243658,0.210892,0.179522,0.184426,0.221445,0.176294,0.163142,0.162588,0.025328,0.002920,0.018107,0.029532,0.031965,0.026077,0.013032,0.000747,0.019463,0.015836,0.010233,0.002821,0.008766,150.000000,0.132075,Jukook
0.059662,0.008861,2.912574,0.167706,0.228617,0.347379,0.010912,0.096083,-32.043624,3.329520,0.423922,-0.115826,-0.382166,-0.306103,-0.298918,-0.235257,-0.195209,-0.237106,-0.052377,0.158635,-0.058334,0.024093,0.002643,0.024105,0.014277,0.042625,0.026799,0.030115,0.000703,0.020827,0.019084,0.015716,0.004287,0.021128,0.061142,0.015961,0.378484,0.081116,0.026349,0.543682,0.006324,0.159229,2.448347,0.689609,0.280677,0.305799,0.253393,0.376656,0.264939,0.207289,0.160253,0.199601,0.202036,0.165835,0.147034,0.020632,0.002772,0.018876,0.013972,0.040629,0.023998,0.022009,0.000921,0.021517,0.016947,0.011462,0.004289,0.010504,120.000000,0.140351,Jukook
0.052892,0.007248,2.914725,0.169670,0.239232,0.294555,0.008582,0.068217,-32.642953,3.178857,0.422951,-0.028014,-0.283812,-0.336309,-0.364795,-0.203340,-0.164252,-0.284317,-0.043020,0.167495,-0.046330,0.027759,0.002839,0.024284,0.020785,0.039090,0.031580,0.028422,0.000586,0.023561,0.019971,0.017024,0.003710,0.021470,0.044660,0.016541,0.217587,0.059033,0.026602,0.427902,0.005152,0.108064,2.478608,0.657977,0.276226,0.318409,0.239523,0.266971,0.192355,0.168191,0.157690,0.251654,0.221936,0.155450,0.152461,0.021955,0.003055,0.018131,0.023750,0.031441,0.027235,0.019265,0.000613,0.019061,0.015125,0.011190,0.003038,0.007961,200.000000,0.162162,Jukook
0.058197,0.014623,2.921831,0.166682,0.230378,0.356495,0.009334,0.085770,-31.502113,3.075462,0.511453,-0.136212,-0.350374,-0.241464,-0.413443,-0.164334,-0.153457,-0.327219,-0.010072,0.073214,-0.076045,0.024013,0.003337,0.025273,0.024067,0.034967,0.030555,0.021854,0.000933,0.020467,0.019582,0.019511,0.004560,0.020575,0.055258,0.022302,0.356069,0.058940,0.026708,0.495835,0.005192,0.138078,2.835436,0.791644,0.370822,0.385519,0.262537,0.270868,0.208435,0.191297,0.159465,0.289367,0.231880,0.183003,0.193844,0.019648,0.003402,0.024143,0.024227,0.030974,0.027254,0.020335,0.001317,0.019805,0.015265,0.015357,0.004606,0.009432,200.000000,0.120000,Jukook
0.068935,0.010351,2.865586,0.183142,0.231584,0.405748,0.009098,0.109316,-31.958133,3.265254,0.485447,-0.122158,-0.313601,-0.275886,-0.363766,-0.204723,-0.106616,-0.270412,-0.033694,0.103465,-0.059014,0.021118,0.002566,0.030660,0.026457,0.031692,0.028681,0.024390,0.000609,0.018078,0.016742,0.018692,0.003861,0.020813,0.060959,0.024725,0.441545,0.081048,0.031263,0.520552,0.004408,0.161968,3.185053,0.584100,0.287216,0.308653,0.243904,0.322243,0.218969,0.200871,0.186851,0.236018,0.238622,0.213938,0.161208,0.016605,0.001954,0.025749,0.031517,0.022386,0.024103,0.019203,0.000702,0.020043,0.015022,0.012948,0.003699,0.008728,600.000000,0.126984,Jukook
0.134454,0.014147,2.863894,0.261153,0.241524,0.683778,0.008093,0.213875,-31.604068,2.797629,0.508194,-0.094149,-0.112752,-0.170678,-0.322212,-0.181304,-0.165910,-0.254543,-0.071215,0.126921,-0.075447,0.019486,0.002205,0.027308,0.028423,0.031439,0.024229,0.020380,0.000898,0.013143,0.015546,0.011466,0.002482,0.018584,0.149087,0.024285,0.360296,0.138895,0.030665,0.840030,0.006417,0.287323,3.088592,0.843302,0.399751,0.397018,0.227402,0.272619,0.193138,0.173911,0.200309,0.299825,0.253825,0.219534,0.211100,0.018223,0.002057,0.025424,0.035268,0.026895,0.025936,0.018540,0.001162,0.015184,0.016893,0.009666,0.001976,0.012380,109.090909,0.106061,Jukook
0.059901,0.010267,2.871065,0.168107,0.228417,0.400256,0.007459,0.089701,-32.297087,2.975842,0.524477,-0.197419,-0.224303,-0.402911,-0.294095,-0.262722,-0.128324,-0.286795,-0.045179,0.075320,-0.081440,0.027025,0.003401,0.026226,0.018508,0.042224,0.034893,0.021237,0.000653,0.022770,0.016662,0.014727,0.004474,0.021806,0.048063,0.017147,0.290756,0.050203,0.025747,0.461790,0.004061,0.113981,2.438229,0.652893,0.293157,0.303284,0.211644,0.248868,0.204464,0.215567,0.198770,0.213552,0.192653,0.157032,0.186408,0.021073,0.003328,0.025678,0.014799,0.038062,0.028511,0.012727,0.000669,0.019308,0.012745,0.010846,0.004789,0.008977,240.000000,0.111111,Jukook
0.051301,0.014035,2.969273,0.159587,0.228817,0.279136,0.009998,0.074788,-31.493083,3.135094,0.645773,0.016841,-0.204131,-0.288899,-0.432306,-0.261659,-0.130991,-0.231282,-0.103484,0.044473,-0.301177,0.028423,0.003688,0.035861,0.042672,0.041232,0.014090,0.018450,0.000484,0.014152,0.014411,0.026494,0.004630,0.023395,0.043128,0.022405,0.160805,0.059386,0.023773,0.390545,0.005034,0.132417,2.217208,0.457611,0.170911,0.283541,0.218618,0.201034,0.136759,0.129594,0.104449,0.189206,0.137628,0.184094,0.125045,0.014314,0.003209,0.019334,0.034510,0.014293,0.012461,0.012528,0.000692,0.013486,0.008456,0.008975,0.002421,0.008603,120.000000,0.214286,Jukook
0.053887,0.008314,3.006009,0.168600,0.234509,0.230582,0.007637,0.049214,-29.852086,2.859176,0.149945,0.150032,-0.100611,-0.384466,-0.505055,-0.224377,-0.212521,-0.241206,-0.041942,0.210932,-0.024154,0.026038,0.003682,0.030256,0.021930,0.028788,0.030700,0.025977,0.000770,0.022778,0.016461,0.019177,0.003531,0.021130,0.040312,0.017161,0.178867,0.047957,0.028310,0.258541,0.003009,0.073625,2.085634,0.516050,0.593162,0.235376,0.249273,0.292743,0.238295,0.204039,0.175904,0.250313,0.195888,0.133204,0.158146,0.018394,0.005727,0.026150,0.018121,0.019977,0.027028,0.020448,0.000795,0.025097,0.013429,0.016211,0.002480,0.006251,240.000000,0.177778,HH
0.055370,0.012808,2.940845,0.162586,0.227716,0.223088,0.008480,0.060428,-28.051122,2.902846,0.028683,0.259171,-0.156046,-0.371787,-0.572323,-0.232498,-0.244777,-0.229166,-0.037145,0.212737,-0.022770,0.015084,0.008011,0.019766,0.026794,0.044366,0.026402,0.028119,0.000551,0.022455,0.018277,0.016325,0.003736,0.023754,0.054169,0.017185,0.298329,0.068535,0.042281,0.313265,0.003885,0.093541,2.679717,0.698871,0.686630,0.455177,0.283632,0.342417,0.225571,0.156897,0.200359,0.222339,0.227021,0.170702,0.208197,0.016515,0.017996,0.017330,0.033668,0.039684,0.024132,0.022360,0.000486,0.023061,0.019670,0.013520,0.003184,0.009929,171.428571,0.192308,HH
0.079938,0.005564,2.837541,0.197351,0.231498,0.403960,0.008795,0.140903,-29.370950,2.934634,0.122129,0.155022,-0.191187,-0.461785,-0.463704,-0.247798,-0.162660,-0.209458,-0.007854,0.196043,-0.021738,0.016715,0.008503,0.021347,0.018287,0.034522,0.024986,0.021602,0.000630,0.024110,0.018193,0.012328,0.003761,0.019827,0.090183,0.009816,0.507322,0.125912,0.040250,0.586557,0.004451,0.227334,3.051587,0.854202,0.756944,0.467060,0.286689,0.395519,0.278750,0.206290,0.187032,0.193896,0.209420,0.207371,0.187105,0.017560,0.015282,0.015694,0.019754,0.035969,0.026146,0.015318,0.000742,0.022518,0.016521,0.009558,0.003650,0.009868,100.000000,0.281250,HH
0.056023,0.012621,2.940793,0.149596,0.213636,0.263386,0.009532,0.075272,-28.587324,3.199346,0.119750,0.202763,-0.264787,-0.331789,-0.441360,-0.209755,-0.251892,-0.185600,-0.040196,0.175784,-0.028375,0.016088,0.002466,0.024783,0.022852,0.047713,0.022561,0.023325,0.000964,0.025387,0.022392,0.015430,0.002782,0.021012,0.069362,0.028515,0.308651,0.073193,0.042421,0.486765,0.005112,0.130752,3.134157,0.869888,0.660797,0.420238,0.262749,0.386551,0.261711,0.217605,0.177041,0.215777,0.287573,0.211475,0.191202,0.012672,0.003650,0.018672,0.024194,0.041250,0.020983,0.019372,0.002228,0.024139,0.017332,0.011710,0.003234,0.009324,150.000000,0.161290,HH
0.061479,0.014756,2.853725,0.154812,0.210271,0.284254,0.012322,0.083893,-28.100280,3.046026,0.053123,0.062596,-0.325848,-0.439156,-0.486345,-0.163648,-0.240263,-0.206951,-0.064419,0.112119,-0.055014,0.021235,0.006504,0.019118,0.020163,0.036905,0.023238,0.018105,0.000498,0.023563,0.019617,0.015661,0.004117,0.020114,0.063662,0.025970,0.356606,0.078612,0.039794,0.452356,0.007172,0.130619,2.683836,0.735892,0.680783,0.517934,0.318781,0.365686,0.226564,0.175773,0.242431,0.200757,0.213737,0.144476,0.217344,0.018964,0.008698,0.019628,0.027587,0.034411,0.018838,0.015065,0.000649,0.029670,0.015438,0.011529,0.005871,0.009995,109.090909,0.228571,HH
0.065094,0.005947,2.768576,0.189692,0.216937,0.384016,0.009329,0.133787,-29.056324,3.046652,0.458897,-0.132255,-0.243313,-0.562768,-0.371400,-0.216757,-0.357112,-0.123125,0.087545,0.151354,0.000953,0.010524,0.003732,0.020858,0.027113,0.028082,0.030516,0.031705,0.005386,0.027904,0.011938,0.010494,0.003150,0.020776,0.055086,0.010508,0.492037,0.113006,0.038677,0.453726,0.005103,0.213112,1.583491,0.552785,0.810166,0.414374,0.186419,0.292365,0.275115,0.195048,0.202725,0.284257,0.250621,0.270889,0.132189,0.009058,0.003390,0.019056,0.027955,0.024966,0.028809,0.028610,0.014737,0.024010,0.009568,0.009008,0.003374,0.009028,150.000000,0.105263,HH
